"Nombres","","",""
"Nombre","Sexo","Origen y Comentarios",""
"Isabel","F","ORIGEN:HEBREO---SIGNIFICADO:JURAMENTO DE DIOS,DIOS ES MI JURAMENTO,LAQUE AMA A DIOS,LA MADRE DE SAN JUAN BAUTISTA,SEGUN LA HISTORIA DE LAINFANCIA DE JESUS,ERA DE LA TRIBU DE AARON,ESPOSA DEL SACERDOTE ZACA-",""
"Isabela","F","",""
"Isabella","F","",""
"Isabelle","F","",""
"Isabis","F","",""
"Isacar","M","ORIGEN:HEBREO---SIGNIFICADO: SUELDO--EL QUE FUE DADO POR MERCED,HIJODE JACOB Y DE LEA,DE LA TRIBU ISRAELITA---GENERO:MASCULINO---OTROS ORIGENES:ANTIGUO TESTAMENTO.",""
"Isachar","M","",""
"Isacio","M","OBISPO Y MARTIR FESTIV.21 DE SEPTIEMBRE",""
"Isadora","F","",""
"Isaiah","M","",""
"Isaias","M","ORIGEN:HEBREO---SIGNIFICADO:DIOS ES MI SALUD Y BIENESTAR,PROFETA NA-CIDO EN JERUSALEM,DE FAMILIA MUY IMPORTANTE.SU PADRE SE LLAMABA AMOSCONSIDERADO ENTRE LOS PROFETAS COMO EL MEJOR ESCRITOR HEBREO.",""
"Isaul","M","",""
"Isaura","F","ORIGEN:GRIEGO---SIGNIFICADO: QUE VINO DE ISAURIA (ASIA MENOR)--GENERO:FEMENINO---VARIACION DE GENERO:ISAURO-",""
"Isauro","M","",""
"Isberga","F","ORIGEN:TEUTON---SIGNIFICADO:LA QUE PROTEGE ESPADA EN MANO---GENERO:FEMENINO---ISBERGA O GISELA,VIRGEN,FESTIV.21 DE MAYO",""
"Iselda","F","ORIGEN:TEUTON----SIGNIFICADO: LA QUE ES FIEL ,VARIACION DE GISELA---GENERO:FEMENINO",""
"Iseo","M","",""
"Isha","F","",""
"Ishai","M","",""
"Ishaiahu","M","",""
"Isidora","F","FESTIV.10 DE ABRIL",""
"Isidoro","M","ORIGEN:GRIEGO---SIGNIFICADO:DON DE ISIS,REGALO DE ISIS (DIOSA EGIPCIA)NOMBRE:COMUN----GENERO:MASCULINO----VARIACION DE GENERO:ISIDORA-",""
"Isidro","M","ORIGEN:EGIPCIO---SIGNIFICADO:VARIANTE DE ISIDORO,REGALO DE LA DIOSAISIS--NOMBRE:COMUN---GENERO:MASCULINO",""
"Isis","F","ORIGEN:GRIEGO---SIGNIFICADO: ANTIGUA DIVINIDAD GRIEGA---GENERO:FEMENI-NO-",""
"Isla","F","",""
"Isleta","F","",""
"Ismael","M","ORIGEN:HEBREO---SIGNIFICADO: DIOS ESCUCHA,HIJO DE ABRAHAM Y DE SU ES-CLAVA EGIPCIA HAGAR,EXPULSADO CON SU MADRE POR ABRAHAM Y AHUYENTADOHACIA EL DESIERTO POR PARAN. NOMBRE:COMUN---GENERO:MASCULINO---VARIA-",""
"Ismenia","F","ORIGEN:GRIEGO---SIGNIFICADO:LA QUE SE ESPERA---GENERO:FEMENINO",""
"Isocrates","M","ORIGEN:GRIEGO---SIGNIFICADO: QUE PUEDE TANTO COMO EL OTRO---GENERO:MASCULINO-",""
"Isoke","F","",""
"Isolda","F","ORIGEN:GERMANICO---SIGNIFICADO: LA QUE GOBIERNA CON HIERRO---GENERO:FEMENINO",""
"Isolde","F","",""
"Isolina","F","SIGNIFICADO:DIMINUTIVO ITALIANO DE ""ISOLDA""---GENERO:FEMENINO",""
"Isondu","F","",""
"Israel","M","ORIGEN:HEBREO---SIGNIFICADO: EL QUE LUCHA CONTRA EL ANGEL,NOMBRE SEGUNLA EXPLICACION BIBLICA LE FUE DADO A JACOB POR UN SER MISTERIOSO CONEL CUAL HABIA SOSTENIDO UNA LUCHA DURANTE LA NOCHE JUNTO AL YABBOQ---",""
"Israela","F","",""
"Issa","M","",""
"Issay","M","",""
"Istu","M","",""
"Ita","F","",""
"Italo","M","ORIGEN:LATINO---SIGNIFICADO:EL QUE VINO DE LA TIERRA QUE ESTA ENTREDOS MARES,ANTIGUO REY EPONIMO DE ITALIA,ITALIANO.NOMBRE:COMUN---GENEROMASCULINO.",""
"Itamar","M","ORIGEN:HEBREO---SIGNIFICADO: EL QUE VIENE DE LAS ISLAS QUE TIENE PALMARES,PRIMER ASCENDIENTE DE LA FAMILIA SACERDOTAL DE SU NOMBRE---GENERO:MASCULINO",""
"Itati","F","ORIGEN:GUARANI---SIGNIFICADO:PUEBLO DE LA PCIA. DE CORRIENTES DONDE SELEVANTA SU SANTUARIO EN HONOR DE NTRA.SE¥ORA DE ITATI---GENERO:FEMENI-NO.",""
"Ithel","M","",""
"Itiel","M","",""
"Itisuri","F","",""
"Ittamar","M","",""
"Ittay","M","SIGNIFICADO: FILISTEO DE GAT.JEFE DE UNA TROPA DE MERCENARIOS EXTRANJEROS AL SERVICIO DE DAVID-PERMANECIO FIEL AL REY CUANDO ESTE HUIA ANTESU HIJO ABSALOM,CONTRA EL CUAL LUCHO.-OTROS ORIGENES:ANTIGUO TESTAMEN-",""
"Itzak","M","",""
"Itzel","F","",""
"Itziar","A","",""
"Itzjak","M","",""
"Itzjok","M","",""
"Iuri","M","",""
"Iuseff","M","",""
"Ivalú","A","",""
"Ivan","M","SIGNIFICADO: FORMA RUSA DE ""JUAN"",EN EL SANTORAL UN SANTO CHECO,SOLITARIO DE PRAGA EN EL SIGLO X--NOMBRE:COMUN---GENERO:MASCULINO----VARIA-CION DE GENERO:IVANA.",""
"Ivana","F","",""
"Ivanka","F","",""
"Ivanna","F","",""
"Ivar","M","",""
"Ives","M","",""
"Ivo","M","SIGNIFICADO: EL ABOGA POR LOS POBRES,DERIVADO DE ""JUAN""---GENERO:MASCULINO.",""
"Ivon","F","",""
"Ivonne","F","SIGNIFICADO: VARIANTE GRAFICA DE ""IVOME"" NOMBRE FRANCES FEMENINO DE""IVON""--NOMBRE :COMUN---GENERO:FEMENINO.",""
"Ivory","F","",""
"Ivy","F","",""
"Iwan","M","",""
"Ixtebe","M","",""
"Iye","M","",""
"Iziar","A","",""
"Maaian","A","",""
"Maarten","M","",""
"Maartje","F","",""
"Maayan","F","",""
"Mabel","F","ORIGEN:LATINO----SIGNIFICADO:ADORABLE-AMABLE-FEMENINO INGLES DE AMABLENOMBRE:COMUN----GENERO:FEMENINO-",""
"Mac","M","",""
"Macabeo","M","ORIGEN:HEBREO---SIGNIFICADO: QUIEN COMO TU,ENTRE LOS DIOSES OH!JEHOVA?GENERO:MASCULINO-",""
"Macabeos","M","LOS SIETE HNOS.FESTIV. 1 DE AGOSTO",""
"Macadam","M","",""
"Macallister","M","",""
"Macarena","F","SIGNIFICADO:ADVOCACION SEVILLANA DE LA VIRGEN MARIA-EL BARRIO DE LA MACARENA TOMO SU NOMBRE DE UN ANTIGUO EDIFICIO PROBABLEMENTE RELACIONADOCON UN VIEJO SANTO DE LA TRADICION HISPALENSE---NOMBRE:COMUN---GENERO:",""
"Macaria","F","ORIGEN:GRIEGO---SIGNIFICADO: HIJA DE HERACLES Y DE DEYANIRA.A LA MUER-TE DE SU PADRE,MACARIA Y TODOS LOS SUYOS FUERON PERSEGUIDOS POR EURIS-TEO,SIENDO ACOGIDOS HOSPITALARIAMENTE EN ATENAS POR EL REY DEMOFONTE--",""
"Macario","M","",""
"Macaulay","M","",""
"Mace","M","",""
"Macedonio","M","ORIGEN:GRIEGO--SIGNIFICADO:ORIGINARIO DE MACEDONIA---GENERO:MASCULINO-VARIACION DE GENERO:MACEDONIA",""
"Machiko","F","",""
"Maciel","F","",""
"Mackenzie","F","",""
"Maclean","M","",""
"Maclovio","M","ORIGEN:LATINO---SIGNIFICADO:DEL BAJO LATIN ""MACLOVIUS"",NOMBRE DE UNSANTO FRANCES DEL SIGLO VI ----GENERO:MASCULINO----VARIACION DE GENEROMACLOVIA-",""
"Macra","F","ORIGEN:GRIEGO---SIGNIOFICADO:LA QUE ENGRANDECE---GENERO:FEMENINO-",""
"Macrina","F","VIUDA 19 DE JULIO-15 DE ENERO",""
"Macrino","M","MARTIR FESTIV.17 DE SEPTIEMBRE",""
"Macrobio","M","ORIGEN:GRIEGO---SIGNIFICADO:EL QUE GOZA DE LARGA VIDA---GENERO:MASCULINO-",""
"Mada","F","",""
"Maddie","F","",""
"Maddock","M","",""
"Maddox","M","",""
"Madelaine","F","",""
"Madeleine","F","",""
"Madeline","F","",""
"Madge","F","",""
"Madison","A","",""
"Madlen","F","",""
"Madonna","F","",""
"Madox","M","ORIGEN:CELTA----SIGNIFICADO:EL QUE ES ARDIENTE---GENERO:MASCULINO",""
"Madra","F","",""
"Madrona","F","",""
"Mady","F","",""
"Mae","F","",""
"Maeko","F","",""
"Mael","M","",""
"Maela","F","",""
"Maelia","F","",""
"Maelle","F","",""
"Maeve","F","",""
"Mafalda","F","SIGNIFICADO: VARIANTE PORTUGUESA DE ""MATILDE""---GENERO:FEMENINO",""
"Maga","F","",""
"Magali","F","SIGNIFICADO: HIPOCORISTICO PROVENZAL DE MARGARITA---NOMBRE:COMUN---GENERO:FEMENINO",""
"Magan","F","",""
"Magda","F","SIGNIFICADO: VARIANTE ABREVIADA DE ""MAGDALENA""---NOMBRE:COMUN---GENEROFEMENINO-",""
"Magdalen","F","",""
"Magdalena","F","ORIGEN:HEBREO----SIGNIFICADO:MAGNIFICA,MARIA MAGDALENA---NOMBRE:COMUN-OTROS ORIGENES:NUEVO TESTAMENTO-----GENERO:FEMENINO",""
"Magdalene","F","",""
"Magdiel","A","",""
"Magela","F","",""
"Magena","F","",""
"Maggie","F","",""
"Magia","F","",""
"Magin","M","ORIGEN:LATINO----SIGNIFICADO: DEL LATIN ""MAGINUS""--EL QUE ES IMAGINATIVO,NOMBRE DE UN ERMITA¥O ESPA¥OL MARTIRIZADO A PRINCIPIOS DEL SIGLO IVY VENERADO EN CATALU¥A----GENERO:MASCULINO-",""
"Magino","M","MARTIR FESTIV.3 DE DICIEMBRE",""
"Maglorio","M","OBISPO CONFESOR FESTIV.24 DE OCTUBRE",""
"Magnerico","M","OBISPO FESTIV.25 DE JULIO",""
"Magno","M","ORIGEN:LATINO---SIGNIFICADO: DEL LATIN""MAGNUS"",GRANDE,EL QUE TIENEGRAN FAMA---GENERO:MASCULINO",""
"Magnolia","F","",""
"Magnus","M","",""
"Magumi","F","",""
"Maha","F","",""
"Mahala","F","",""
"Mahalia","F","",""
"Mahdis","F","",""
"Maheera","F","",""
"Mahesa","M","",""
"Mahir","M","",""
"Mahmoud","M","",""
"Mahoma","M","ORIGEN:ARABE---SIGNIFICADOL: EL QUE ES DIGNO DE ALABANZA--NOMBRE DELPROFETA DEL ISLAM----GENERO:MASCULINO",""
"Mahon","M","",""
"Mai","F","",""
"Maia","F","",""
"Maialen","F","",""
"Maian","A","",""
"Maiara","F","",""
"Maiatza","F","",""
"Maica","F","",""
"Maico","M","",""
"Maida","F","",""
"Maik","M","",""
"Maika","F","",""
"Maike","F","",""
"Maila","F","",""
"Maile","F","",""
"Mailen","F","",""
"Mailin","A","",""
"Maille","F","",""
"Maimara","F","",""
"Maimuna","F","",""
"Mainque","A","",""
"Maira","F","",""
"Maire","F","",""
"Mairea","F","",""
"Mairena","F","",""
"Maisa","F","",""
"Maisha","F","",""
"Maisie","F","",""
"Maita","F","",""
"Maitane","F","",""
"Maite","F","",""
"Maiten","A","",""
"Maitena","F","",""
"Maitreya","A","",""
"Maitza","F","",""
"Maive","F","",""
"Maj","F","",""
"Majencio","M","ORIGEN:LATINO---SIGNIFICADO: EL QUE CADA VEZ TIENE MAS FAMA---GENERO:MASCULINO",""
"Majo","F","",""
"Makala","F","",""
"Makena","F","",""
"Makenna","F","",""
"Makin","M","",""
"Makoto","M","",""
"Maku","A","",""
"Malaika","F","",""
"Malana","F","",""
"Malaquias","M","ORIGEN:HEBREO---SIGNIFICADO: MI MENSAJERO-LA TRADICION JUDIA CONSIDEROA MALAQUIAS COMO EL ULTIMO DE LOS PROFETAS,AUTOR DEL LIBRO QUE LLEVASU NOMBRE---NOMBRE:COMUN---GENERO:MASCULINO-",""
"Malco","M","ORIGEN:HEBREO---SIGNIFICADO: EL QUE ES COMO UN REY,CRIADO DEL SUMO SACERDOTE AL QUE PEDRO CORTO LA OREJA DERECHA--NOMBRE:COMUN---OTROS ORIGENES:ANTIGUO TESTAMENTO---GENERO:MASCULINO-",""
"Malcolm","M","",""
"Malek","M","",""
"Malen","F","",""
"Malena","F","SIGNIFICADO: HIPOCORISTICO DE MAGDALENA,FORMA COMPUESTA DE MARIA Y ELENA.----NOMBRE:COMUN---GENERO:FEMENINO---VARIACION DE GENERO: MARIA ELENA.",""
"Malguen","F","",""
"Malia","F","",""
"Malik","M","",""
"Malina","F","",""
"Malinda","F","",""
"Malisa","F","",""
"Malka","F","",""
"Mallory","A","",""
"Malone","M","",""
"Malte","M","",""
"Malu","A","",""
"Malva","F","",""
"Malvina","F","ORIGEN:TEUTON---SIGNIFICADO: PROBABLEMENTE NOMBRE INVENTADO POR MACPHERSON EN SUS POEMAS OSIANICOS (SIGLO XVIII),LAS ISLAS MALVINAS,NADATIENEN QUE VER CON MALVINA,CUYO NOMBRE PROCEDE DEL FRANCES,""MALOOUINES",""
"Malvina Argentina","F","",""
"Mamelta","F","MARTIR FESTIV.17 DE OCTUBRE",""
"Mamertino","M","ORIGEN:LATINO---SIGNIFICADO: DEL LATIN ""MAMERTINUS"",GENTILICIO DE LOSHABITANTES DE MESINA EN SICILIA---GENERO:MASCULINO---VARIACION DE GENERO:MAMERTINA",""
"Mamerto","M","ORIGEN:LATINO---SIGNIFICADO: DEL LATIN ""MAMERTUS"",DERIVA DE ""MARS"" AREY MAMERTA (SOBRENOMBRE DE MINERVA) EL QUE VINO DE MAMERTIUM--GENERO:MASCULINO----VARIACION DE GENERO:MAMERTA",""
"Mames","M","MARTIR FESTIV.17 DE AGOSTO",""
"Mamila","M","MARTIR FESTIV.8 DE MARZO",""
"Mamiliano","M","MARTIR FESTIV.12 DE MARZO",""
"Man","M","",""
"Mana","F","",""
"Maña","F","",""
"Manahem","M","DOCTOR PROFETA FESTIV. 24 DE MAYO",""
"Manami","A","",""
"Manases","M","ORIGEN:HEBREO---SIGNIFICADO: EL QUE SE OLVIDA DE TODO---GENERO:MASCULINO-",""
"Mancio","M","ORIGEN:LATINO---SIGNIFICADO: EL QUE ADIVINA---GENERO:MASCULINO-",""
"Manda","F","",""
"Mandalo","M","MARTIR FESTIV.10 DE JUNIO",""
"Mandara","F","",""
"Mandek","M","",""
"Mandela","A","",""
"Mander","M","",""
"Mandisa","F","",""
"Mandy","F","",""
"Manea","M","MARTIR FESTIV.27 DE AGOSTO",""
"Manel","M","",""
"Maneto","M","CONFESOR FESTIV. 20 DE AGOSTO",""
"Manfamon","M","MARTIR FESTIV.4 DE JULIO",""
"Manfredo","M","",""
"Mangena","F","",""
"Manlio","M","ORIGEN:LATINO---SIGNIFICADO:QUE NACIO DE MA¥ANA---GENERO:MASCULINO",""
"Manning","M","",""
"Manny","M","",""
"Manoli","F","",""
"Manolis","M","",""
"Manolo","M","",""
"Manon","F","ORIGEN:FRANCES----SIGNIFICADO: HIPOCORISTICO DE ""MARIA""---GENERO:FEME-NINO-",""
"Manque","A","",""
"Manrique","M","",""
"Mansi","F","",""
"Mansueto","M","ORIGEN:LATINO---SIGNIFICADO:EL QUE ES SOSEGADO-MANSO----GENERO:MASCULINO-",""
"Manu","M","",""
"Manuel","M","ORIGEN:HEBREO---SIGNIFICADO: CON NOSOTROS ESTA DIOS,AFERESIS DE ""EMMA-NUEL"" NOMBRE DEL MESIAS,SEGUN EL PROFETA ISAIAS---NOMBRE:COMUN---GENERO:MASCULINO---VARIACION DE GENERO:MANUELA-",""
"Manuela","F","",""
"Manuelita","F","",""
"Manuk","A","",""
"Manya","F","",""
"Mao","M","",""
"Mapalico","M","MARTIR FESTIV.17 DE ABRIL",""
"Mapril","M","MARTIR FESTIV.22 DE AGOSTO",""
"Mar","A","",""
"Mara","F","ORIGEN:HEBREO---SIGNIFICADO: AMARGURA----GENERO:FEMENINO-",""
"Maral","F","",""
"Marana","F","FESTIV. 3 DE AGOSTO",""
"Marat","M","",""
"Maravillas","F","",""
"Marc","M","",""
"Marcel","M","",""
"Marcela","F","",""
"Marceliano","M","SIGNIFICADO:VARIEDAD DE MARCELO---GENERO:MASCULINO",""
"Marcelina","F","",""
"Marcelino","M","ORIGEN:LATINO---SIGNIFICADO:DEL LATIN ""MALLEUS"":MARTILLO PEQUE¥O,VARIEDAD DE MARCOS.---NOMBRE:COMUN---GENERO:MASCULINO----VARIACION DE GENE-RO:MARCELINA",""
"Marcelo","M","ORIGEN:LATINO--SIGNIFICADO: QUE TRABAJA CON EL MARTILLO,DIMINUTIVO DEMARCOS NOMBRE:COMUN--GENERO:MASCULINO---VARIANTE DE GENERO:MARCELA.",""
"Marcia","F","",""
"Marcial","M","ORIGEN:LATINOSIGNIFICADO:DEL LATIN ""MARS"" (DIOS DE LA GUERRA) COMBATELUCHA-HOMBRE DE GUERRA---NOMBRE:COMUN--GENERO:MASCULINO",""
"Marciana","F","",""
"Marciano","M","ORIGEN:LATINO---SIGNIFICADO:DEL LATIN ""MARTIANUS"",PATRONIMICO DE""MARTIUS""(MARCIO),OBISPO DE PAMPLONA DLE SIGLO VIII---GENERO:MASCULINOVARIACION DE GENERO:MARCIANA.",""
"Marcie","F","",""
"Marcio","M","ORIGEN:LATINO--SIGNIFICADO:DEL LATIN ""MARTIUS"";FORMA ADJETIVADA DEMARS (MARTE) EL QUE PERTENECE A MARTE,EL QUE NACIO EL DIA MARTES O ENMARZO---NOMBRE:COMUN----GENERO:MASCULINO---VARIACION DE GENERO:MARCIA-",""
"Marco","M","ORIGEN:LATINO---SIGNIFICADO:NOMBRE MUY ANTIGUO,EN ITALIANO SE ESCRIBESIN ""S"" AL FINAL,SAN MARCOS AUTOR DEL 2DO.EVANGELIO DEL NVO.TESTAMENTO,QUE TRABAJA CON EL MARTILLO--NOMBRE:COMUN---GENERO:MASCULINO",""
"Marcos","M","ORIGEN:LATINO---SIGNIFICADO: NOMBRE MUY ANTIGUO,EN ITALIANO SE ESCRIBESIN ""S"" AL FINAL,SAN MARCOS AUTOR DEL 2DO.EVANGELIO DEL NUEVO TESTA-MENTO,QUE TRABAJA CON EL MARTILLO--NOMBRE:COMUN--OTROS ORIGENES:NUEVO",""
"Marcus","M","",""
"Marcy","F","",""
"Mardario","M","MARTIR FESTIV.13 DE DICIEMBRE",""
"Marden","M","",""
"Mardonio","M","ORIGEN:PERSA---SIGNIFICADO:EL HOMBRE GUERRERO---GENERO:MASCULINO",""
"Mardoqueo","M","ORIGEN:HEBREO---SIGNIFICADO: EL QUE ADORA AL DIOS DE LA GUERRA--GENEROMASCULINO-",""
"Marek","M","",""
"Maren","F","",""
"Marga","F","ORIGEN:LATINO--SIGNIFICADO: VARIANTE DE MARGARITA---NOMBRE:COMUN--GENERO:FEMENINO",""
"Margalit","F","",""
"Margaret","F","",""
"Margarita","F","ORIGEN:LATINO---SIGNIFICADO:PERLA,LA QUE ES PRECIOSA COMO LAS PERLASNOMBRE:COMUN--GENERO:FEMENINO",""
"Margaux","F","",""
"Margot","F","SIGNIFICADO: VARIANTE FRANCESA DE MARGARITA----NOMBRE:COMUN---GENERO:FEMENINO",""
"Marguerite","F","",""
"Mari","F","",""
"Maria","A","",""
"Maria Angel","F","",""
"Maria Aranzazu","F","",""
"Maria Begoña","F","",""
"Maria Belen","F","",""
"Maria d.l.Concepcion","F","",""
"Maria d.l.Victorias","F","",""
"Maria d.t.los Santos","F","",""
"Maria de Aranzazu","F","",""
"Maria de Bego¤a","F","",""
"Maria de Belen","F","",""
"Maria de Cinta","F","",""
"Maria de Fatima","F","",""
"Maria de Guadalupe","F","",""
"Maria de la Almudena","F","",""
"Maria de la Cerca","F","",""
"Maria de la Cruz","F","",""
"Maria de la Gloria","F","",""
"Maria de la Gracia","F","",""
"Maria de la Macarena","F","",""
"Maria de la Merced","F","LA APARICION DE LA STMA.VIRGEN PARA INSTITUIR LA ORDEN DE LA 10 DE A-GOSTO--MERCED NTRA.SRA.DE LA 24 DE SEPTIEMBRE",""
"Maria de la O","F","",""
"Maria de la Paloma","F","",""
"Maria de la Paz","F","",""
"Maria de la Soledad","F","",""
"Maria de las Ermitas","F","",""
"Maria de las Gracias","F","",""
"Maria de las Nieves","F","",""
"Maria de Lourdes","F","",""
"Maria de Lujan","F","",""
"Maria de Montserrat","F","",""
"Maria de Nuria","F","",""
"Maria del Consuelo","F","",""
"Maria del Huerto","F","",""
"Maria del Mar","F","",""
"Maria del Montserrat","F","",""
"Maria del Olvido","F","",""
"Maria del Pilar","F","",""
"Maria del Pino","F","",""
"Maria del Sol","F","",""
"Maria del Valle","F","",""
"Maria delos Milagros","F","",""
"Maria Fatima","F","",""
"Maria Gracia","F","",""
"Maria Guadalupe","F","",""
"Maria Inmaculada","F","",""
"Maria Jesus","F","",""
"Maria Jose","F","",""
"Maria Noel","F","",""
"Maria Nuria","F","",""
"Maria Olvido","F","",""
"Maria Sol","F","",""
"Mariah","F","",""
"Marialis","F","",""
"Mariam","F","",""
"Mariamar","F","",""
"Marian","F","",""
"Mariana","F","",""
"Marianel","F","",""
"Marianela","F","",""
"Marianella","F","",""
"Mariangel","F","",""
"Mariangela","F","",""
"Mariangeles","F","",""
"Marianina","F","",""
"Marianne","F","",""
"Mariano","M","ORIGEN:LATINO--SIGNIFICADO:PERTENECIENTE A MARIO,VARIANTE DE ""MARIA""-NOMBRE:COMUN----GENERO:MASCULINO---VARIACION DE GENMERO:MARIANA",""
"Mariatu","F","",""
"Maribel","F","",""
"Maricel","F","",""
"Mariciel","F","",""
"Maricruz","F","SIGNIFICADO:COMBINACION DE ""MARIA"" Y ""CRUZ""---GENERO:FEMENINO----VARIACION DE GENERO: MARIA----CRUZ.",""
"Naaman","M","",""
"Naara","F","",""
"Naavah","F","",""
"Nabil","M","",""
"Nabila","F","",""
"Nabor","M","ORIGEN:HEBREO---SIGNIFICADO: ESCOGER,PURIFICAR,LUZ DEL PROFETA,NOMBREDE UNO DE LOS CABALLEROS DE LA MESA REDONDA---GENERO:MASCULINO-",""
"Nabucodonosor","M","ORIGEN:CALDEO--SIGNIFICADO: NOMBRE PROPIO DE DOS REYES:1) HIJO DE NABOPOLASSAR,REY DEL REINO NEOBABILONICO;2)SE HABLA DE UN REY DE ASIRIA RESIDENTE EN NINIVE QUE HABRIA VENCIDO A UN REY ARFAXAD,EL DIOS NEBO PRO",""
"Nacira","F","",""
"Nadav","M","",""
"Nadia","F","ORIGEN:ARABE---SIGNIFICADO:DIMINUTIVO DEL NOMBRE RUSO ""NADEZHNA"": ESPERANZA,LA LLAMADA POR DIOS----NOMBRE:COMUN---DIMINUTIVO-GENERO:FEMENINO",""
"Nadim","M","",""
"Nadin","A","",""
"Nadina","F","ORIGEN:FRANCES---SIGNIFICADO:DEL FRANCES ""NADINE"":ESPERANZA---GENERO:FEMENINO",""
"Nadine","F","",""
"Nadir","M","ORIGEN:ARABE---SIGNIFICADO: DEL ARABE ""NAZIR"":OPUESTO,USADO COMO NOMBRE DE PILA,AUNQUE POCO FRECUENTE EN LATINOAMERICA---GENERO:MASCULINO-",""
"Nadira","F","",""
"Nador","M","MARTIR FESTIV.12 DE JULIO",""
"Nadra","F","",""
"Nadyria","F","",""
"Naeem","M","",""
"Nagual","M","",""
"Nahair","F","",""
"Nahele","M","",""
"Nahia","F","",""
"Nahiara","F","",""
"Nahila","F","",""
"Nahima","F","",""
"Nahime","A","",""
"Nahir","F","ORIGEN:ARABE---SIGNIFICADO: COMO EL ARROYO MANSO---GENERO:FEMENINO",""
"Nahue","F","",""
"Nahuel","M","ORIGEN:MAPUCHE--SIGFICADO:LEON--GENERO:MASCULINO",""
"Nahum","M","ORIGEN:HEBREO--SIGNIFICADO:YAHVEH CONSUELO-UNO DE LOS PROFETAS MENORESORIGINARIO DE ELGAS ACTUO COMO PROFETA ENTRE 663 AL 612 A.C SU LIBROREVELA UN VEHEMENTE DESEO DE LIBERTAD Y UNA ELEVADA INSPIRACION POETI",""
"Naia","F","",""
"Naiara","F","",""
"Nailah","F","",""
"Naillanka","F","",""
"Naim","M","ORIGEN:ARABE---SIGNIFICADO: FELIZ ---GENERO: MASCULINO",""
"Naima","F","",""
"Naimid","F","",""
"Naiquen","F","",""
"Nair","F","",""
"Naira","F","",""
"Nairi","F","",""
"Najat","F","",""
"Naji","M","",""
"Najul","M","",""
"Nakita","F","",""
"Nala","F","",""
"Nalani","F","",""
"Nale","A","",""
"Nalini","F","",""
"Nallib","M","",""
"Nallibe","F","",""
"Namer","M","",""
"Nami","F","",""
"Namie","F","",""
"Namir","A","",""
"Nan","F","",""
"Nana","F","ORIGEN:GRIEGO---SIGNIFICADO: LA QUE ES NI¥A Y JOVEN---GENERO:FEMENINO-",""
"Nancy","F","ORIGEN:INGLES---SIGNIFICADO: DIMINUTIVO DE NAN---HIPOCORISTICO DE ANNEO HANNAH (ANA)---NOMBRE:COMUN---DIMINUTIVO-HIPOCORISTICO---GENERO:FEMENINO",""
"Nandor","M","",""
"Nanfanion","M","MARTIR FESTIV.4 DE JULIO",""
"Nani","F","",""
"Nanine","F","",""
"Nantan","M","",""
"Naoki","M","",""
"Naoko","M","",""
"Naomi","F","",""
"Napea","F","",""
"Napier","M","",""
"Napoleon","M","ORIGEN:GRIEGO---SIGNIFICADO: VARIANTE DE LAPO,HIPOCORISTICO TOSCANO DEIACOPO,ES DECIR JACOBO Y LEON,EL QUE VIENE DE LA NUEVA CIUDAD(NAPOLES)LEON DEL VALLE--NOMBRE:COMUN--GENERO:MASCULINO.",""
"Nara","F","",""
"Narayan","M","",""
"Narcisa","F","",""
"Narciso","M","ORIGEN:GRIEGO---SIGNIFICADO:PERSONAJE MITOLOGICO ENAMORADO DE SU PROPIA BELLEZA Y MUERTO DE ANGUSTIA POR DESEARSE A SI MISMO-FUE METAMORFOSEADO EN UNA FLOR,ADORMECEDOR,SOPOR,SUE¥O PROFUNDO,NOBLE ROMANO AL QUE",""
"Narcissa","F","",""
"Narela","F","",""
"Narella","F","",""
"Narelle","F","",""
"Narine","F","",""
"Narmada","F","",""
"Narno","M","ORIGEN:LATINO---SIGNIFICADO: EL QUE NACIO EN NARNIA (ITALIA) GENERO:MASCULINO",""
"Narses","M","ORIGEN:PERSA---SIGNIFICADO:LO QUE LLEVARON DOS SANTOS MARTIRES DE PERSIA----- GENERO:MASCULINO",""
"Narumi","F","",""
"Narzal","M","MARTIR -17 DE JULIO",""
"Nascha","F","",""
"Naschel","A","",""
"Naseen","M","",""
"Naser","M","",""
"Nasha","A","",""
"Nasia","F","",""
"Nasim","M","",""
"Nasira","F","",""
"Nasser","M","",""
"Natacha","F","SIGNIFICADO:VARIANTE DE NATAL---NOMBRE:COMUN---GENERO:FEMENINO",""
"Natal","M","ORIGEN:LATINO---SIGNIFICADO: DEL LATIN ""NATALIS"",DIA NATALICIO--REFERIDO A LA NATIVIDAD DE JESUCRISTO,DERIVADO DE ""NATALIO"",NOMBRE DE PILAQUE SE DA A LOS NI¥OS NACIDOS EL 25 DE DICIEMBRE---GENERO:MASCULINO",""
"Natala","F","",""
"Natali","F","ORIGEN:VARIANTE DE NATAL---GENERO:FEMENINO",""
"Natalia","F","ORIGEN:LATINO---SIGNIFICADO: VARIANTE DE ""NATAL"",QUE NACIO EN NAVIDA-DES SANTA NATALIA,MARTIR EN CORDOBA CON SU MARIDO SAN AURELIO-SIGLO VIEN RUSIA:NATACHA-NATASHA,TRANSCRIPCION ESPA¥OLA NATALI---NOMBRE:COMUN-",""
"Natalie","F","",""
"Natalin","F","",""
"Natalio","M","",""
"Nataly","F","",""
"Natalya","F","",""
