"Nombres","","",""
"Nombre","Sexo","Origen y Comentarios",""
"Hadar","M","",""
"Hadara","F","",""
"Hadas","F","",""
"Hadasa","F","",""
"Hadassa","F","ORIGEN:HEBREO---SIGNIFICADO:MIRTO,NOMBRE JUDIO DE ESTER---GENERO:FEME-NINO.",""
"Hadassah","F","",""
"Hadden","M","",""
"Hadi","M","",""
"Hadiya","F","",""
"Hadley","A","",""
"Hadrian","M","",""
"Hadulfo","M","ORIGEN:GERMANICO---SIGNIFICADO:EL LOBO DEL COMBATE,SAN ADULFO,OBISPODE ARRAS EN FRANCIA (SIGLO VIII)---GENERO:MASCULINO",""
"Hagan","M","",""
"Haian","M","",""
"Haidee","F","",""
"Haig","M","",""
"Haiko","M","",""
"Haines","M","",""
"Hakim","M","",""
"Halbert","M","",""
"Halden","M","",""
"Haldis","F","",""
"Hale","M","",""
"Halel","F","",""
"Haley","A","",""
"Hali","F","",""
"Halima","F","",""
"Halley","M","",""
"Hallie","F","",""
"Halona","F","",""
"Halsey","M","",""
"Ham","M","",""
"Hamal","M","",""
"Haman","M","ORIGEN:PERSA-----SIGNIFICADO: EL GRANDE-SUPREMO DIGNATARIO DE LA CORTEPERSA BAJO EL REY JERJES CONTRARIO A MARDOQUEO Y A ESTER---GENERO:MASCULINO.",""
"Hamilton","M","",""
"Hamlet","M","",""
"Hamlin","M","",""
"Hampartsum","M","",""
"Hamza","M","",""
"Hana","F","",""
"Hanae","F","",""
"Hanan","F","",""
"Hania","F","",""
"Hank","M","",""
"Hanka","F","",""
"Hanna","F","",""
"Hannah","F","",""
"Hanne","F","",""
"Hans","M","",""
"Hansol","M","",""
"Hanzila","F","",""
"Hara","F","",""
"Harden","M","",""
"Hardouino","M","MONJE FESTIV. 20 DE ABRIL",""
"Hardy","M","",""
"Harel","M","",""
"Harith","M","",""
"Harkin","M","",""
"Harlan","M","",""
"Harley","A","",""
"Harman","M","",""
"Harmon","M","",""
"Harmony","F","",""
"Harold","M","",""
"Haroldo","M","ORIGEN:GERMANICO0---SIGNIFICADO: EL MANDO DE LOS EJERCITOS SE ENCUEN-TRA ESTE NOMBRE DESDE EL SIGLO I---GENERO:MASCULINO",""
"Harper","M","",""
"Harriet","F","",""
"Harrison","M","",""
"Harry","M","",""
"Harsh","M","",""
"Hart","M","",""
"Hartley","A","",""
"Haru","F","",""
"Haruka","F","",""
"Harumi","F","",""
"Haruni","M","",""
"Harvey","M","",""
"Hasad","M","",""
"Hasna","F","",""
"Hassan","M","ORIGEN:ARABE---SIGNIFICADO: EL JOVEN HERMOSO---GENERO:MASCULINO.",""
"Hateya","F","",""
"Hattie","F","",""
"Hauk","M","",""
"Hava","F","",""
"Havencio","M","MONJE,MARTIR FESTIV. 7 DE JUNIO",""
"Haya","F","",""
"Haydee","F","ORIGEN:GRIEGO---SIGNIFICADO: MUJER MODESTA RECATADA,VARIANTE GRAFICADE HAIDEE ---NOMBRE:COMUN--GENERO:FEMENINO.",""
"Haydn","M","",""
"Hayes","A","",""
"Hayfa","F","",""
"Haylee","F","",""
"Hayley","F","",""
"Hazel","F","",""
"Hea","F","",""
"Heather","F","",""
"Heaton","M","",""
"Hebe","F","ORIGEN:GRIEGO---SIGNIFICADO: LOZANA,LA QUE TIENE JUVENTUD Y LOZANIA,HIJA DE ZEUS Y HERA,ES LA PERSONIFICACION DE LA JUVENTUD ENTRE LOS GRIEGOS.LOS ROMANOS LA DENOMINABAN IUVENTUS---NOMBRE:COMUN-----GENERO:MAS",""
"Heber","M","ORIGEN:GRIEGO---SIGNIFICADO: EL QUE HACE ALIANZAS--ESTAR EN LA FLOR DELA EDAD,JUVENTUD---GENERO:MASCULINO",""
"Heberto","M","SIGNIFICADO:FORMA CONTRACTA DE HERBERTO---GENERO:MASCULINO",""
"Hector","M","ORIGEN:GRIEGO---SIGNIFICADO:EL QUE POSEE FIRMEMENTE-EL DEFENSOR TENAZ,HIJO DEL REY DE TROYA PRIAMO Y DE HECUBA SU ESPOSA---NOMBRE:COMUN---GENERO:MASCULINO",""
"Hecuba","F","ORIGEN:GRIEGO---SIGNIFICADO:ESPOSA DE PRIAMO,REY DE TROYA--GENERO:FEMENINO",""
"Heda","M","OBISPO FESTIV. 7 DE JULIO",""
"Hedda","F","",""
"Hedia","F","",""
"Hedva","F","",""
"Hedwig","F","",""
"Hedy","F","",""
"Hedya","F","",""
"Hefziba","F","",""
"Hegesipo","M","ORIGEN:GRIEGO---SIGNIFICADO:CONDUCTOR DE CABALLOS---GENERO:MASCULINO",""
"Hei","F","",""
"Heidi","F","",""
"Heidy","F","",""
"Hekmat","M","",""
"Helda","F","ORIGEN:HEBREO---SIGNIFICADO:LA HERENCIA DE DIOS---GENERO:FEMENINO",""
"Heldo","M","",""
"Heldrado","M","ORIGEN:GERMANICO---SIGNIFICADO:EL CONSEJERO DEL GUERRERO-SAN HELDRADOABAD PIAMONTES DEL SIGLO IX----GENERO:MASCULINO.",""
"Helen","F","",""
"Helena","F","ORIGEN:GRIEGO----SIGNIFICADO:HIJA DE LEDA,LA ESPOSA DE TINDAREO,REY DEESPARTA,HERMANA DE CLITIMESTRA Y DE LOS DIOSCUROS,RESPLANDECIENTE,VA-RIANTE DE ELENA---NOMBRE:COMUN---GENERO:FEMENINO.",""
"Helene","F","",""
"Helga","F","ORIGEN:NORSO---SIGNIFICADO:SANTO-VARIEDAD DE OLGA---GENERO:FEMENINO",""
"Heli","F","ORIGEN:HEBREO---SIGNIFICADO:EL QUE SE OFRECE A DIOS---GENERO:MASCULINO",""
"Helia","F","",""
"Heliana","F","SIGNIFICADO:VARIANTE GRAFICA DE ELIANA---NOMBRE:COMUN---GENERO:FEMENINO",""
"Helio","M","SIGNIFICADO: HELIO (EL SOL) HABIA SIDO ENGENDRADO POR HIPERSION Y LA -TITANIDE TIA ---GENERO:MASCULINO---VARIACION DE GENERO: HELIA",""
"Heliodoro","M","ORIGEN:GRIEGO---SIGNIFICADO: REGALO DEL DIOS SOL---NOMBRE:COMUN------GENERO:MASCULINO----VARIACION DE GENERO:HELIODORA",""
"Heliogabalo","M","ORIGEN:SIRIO---SIGNIFICADO: EL QUE ADORA EL SOL---GENERO:MASCULINO",""
"Helki","F","",""
"Helmut","M","",""
"Heloisa","F","ORIGEN:TEUTON---SIGNIFICADO:VARIANTE GRAFICA DE "" ELOISA ""---NOMBRE:COMUN----GENERO:FEMENINO",""
"Heloise","F","",""
"Helua","F","",""
"Helvecia","F","",""
"Helvecio","M","ORIGEN:LATINO---SIGNIFICADO: DEL LATIN""HELVETIUS"",DE HELVETII: HELVE--CIOS.-SON LOS ANTIGUOS HABITANTES DE LA ACTUAL SUIZA----NOMBRE:COMUN--GENERO:MASCULINO---VARIACION DE GENERO:HELVECIA.",""
"Helvetia","F","",""
"Helvia","F","ORIGEN:LATINO--VARIANTE DE ""ELVIA"" NOMBRE:COMUN--GENERO:FEMENINO.VARIACION DE GENERO:HELVIO---SIGNIFICADO: DE COLOR AMARILLO,ESPOSA DESENECA EL RETORICO.",""
"Helvio","M","",""
"Hemilce","F","",""
"Hemilse","F","",""
"Henedina","F","ORIGEN:GRIEGO---SIGNIFICADO: SER RESPLANDECIENTE--EN EL SANTORAL UNAMARTIR SARDA---GENERO:FEMENINO",""
"Henning","A","",""
"Henoch","M","SIGNIFICADO: VARIANTE GRAFICA DE ""ENOC"",LIBRO DE ""ENOCH"":COMPILACIONDE EXHORTACIONES,PARABOLAS Y PROFESIAS---GENERO:MASCULINO.",""
"Henri","M","",""
"Henriatta","F","",""
"Henrik","M","",""
"Henry","M","SIGNIFICADO:VARIEDAD INGLESA DE ""ENRIQUE""---NOMBRE:COMUN---GENERO:MAS-CULINO.",""
"Hera","F","",""
"Heraclea","F","ORIGEN:GRIEGO---SIGNIFICADO: SAN HERACLEA,MARTIR EN TRACIA---GENERO:FEMENINO.",""
"Heracleos","M","ORIGEN:GRIEGO---SIGNIFICADO:PERTENECIENTE A HERCULES,DERIVADO COMOHERACLIO---GENERO:MASCULINO.",""
"Heraclio","M","ORIGEN:GRIEGO---SIGNIFICADO: PERTENECIENTE A HERCULES,NOMBRE DEL EMPE-RADOR BIZANTINO QUE RECUPERO EN UNA GUERRA LA SANTA CRUZ---GENERO:MAS-CULINO.",""
"Heraclito","M","ORIGEN:GRIEGO---SIGNIFICADO:ILUSTRE COMO HERA,QUE TIENE GLORIA COMOHERA,QUE SIENTE INCLINACION POR LO SAGRADOP,NOMBRE DE UN FILOSOFO GRIEGO (SIGLOS VI-V A.C.)---GENERO:MASCULINO",""
"Heraclo","M","",""
"Heraldo","M","ORIGEN:GRIEGO---SIGNIFICADO: VARIEDAD DE HAROLDO---GENERO:MASCULINO",""
"Herb","M","",""
"Herbert","M","",""
"Herculano","M","ORIGEN:LATINO---SIGNIFICADO:DEL LATIN""HERCULANUS"",PERTENECIENTE A HERCULES---GENERO:MASCULINO.--OBISPO MARTIR FESTIV.1 DE MARZO.",""
"Hercules","M","ORIGEN:ETRUSCO---SIGNIFICADO:HEROE GRIEGO HERACLES,HERCULES,PARA LOSLATINOS--GLORIA DE LOS HEROES,EL QUE CORRE VELOZMENTE---GENERO:MASCULINO.",""
"Heremon","M","",""
"Heriberto","M","ORIGEN:GERMANICO---SIGNIFICADO:EL BRILLO DEL EJERCITO,EL QUE ES GLORIADEL EJERCITO---GENERO:MASCULINO",""
"Heridion","M","FESTIV. 8 DE ABRIL",""
"Heripsime","F","",""
"Hermagoras","M","ORIGEN:GRIEGO---SIGNIFICADO: EL DISCIPULO DE HERMES---GENERO:MASCULINO",""
"Herman","M","ORIGEN:GERMANICO---SIGNIFICADO:EL HOMBRE DEL EJERCITO-SABIO VENCIDO ENORIENTE---GENERO:MASCULINO",""
"Hermann","M","",""
"Hermelando","M","ABAD FESTIV.25 DE MARZO",""
"Hermelinda","F","ORIGEN:GERMANICO---SIGNIFICADO: DE ""ERMELINDE""--""ERMANS"":FUERZA Y""LIND"":ESCUDO--ES DECIR LA QUE USA EL ESCUDO CON TODAS SUS FUERZAS---VIRGEN BELGA DEL SIGLO VI---GENERO:FEMENINO---VARIACION DE GENERO: HER",""
"Hermelindo","M","",""
"Hermenegilda","F","",""
"Hermenegildo","M","ORIGEN:GOTICO---SIGNIFICADO: EL VALOR DEL GANADO,EL QUE OFRECE SACRIFICIOS A DIOS---NOMBRE:COMUN---GENERO:MASCULINO----VARIACION DE GENERO:HERMENEGILDA.",""
"Hermes","M","ORIGEN:GRIEGO---SIGNIFICADO: ANUNCIAR,DECIR NOMBRE DEL MENSAJERO DELOS DIOSES (MERCURIO PARA LOS ROMANOS)---GENERO:MASCULINO",""
"Hermilo","M","MARTIR FESTIV.13 DE MARZO",""
"Herminda","F","",""
"Herminia","F","ORIGEN:GERMANICO---SIGNIFICADO: LA CONSAGRADA A DIOS---NOMBRE:COMUN---GENERO:FEMENINO---VARIACION DE GENERO:HERMINIO",""
"Herminio","M","",""
"Hermipo","M","MARTIR FESTIV.27 DE JULIO",""
"Hermocrates","M","MARTIR FESTIV.27 DE JULIO",""
"Hermogenes","M","ORIGEN:GRIEGO---SIGNIFICADO: DESCENDIENTE DE HERMES CRISTIANO DE ASIAQUE SE APARTO DE PABLO JUNTO CON FIGELO---NOMBRE:COMUN----GENERO:MASCULINO.",""
"Hermogio","M","OBISPO MONJE FESTIV.26 DE JUNIO",""
"Hermosa","F","",""
"Hernan","M","ORIGEN:GERMANICO---SIGNIFICADO: EL GUERRERO AUDAZ,VARIANTE DE HERNANDO(FORMA APOCOPADA QUE DERIVA DE FERNANDO)---NOMBRE:COMUN----GENERO:MASCULINO---VARIACION DE GENERO: HERNANDA.",""
"Hernando","M","",""
"Hernani","M","ORIGEN:VASCO---SIGNIFICADO: LO ALTO DE LA COLINA DESPEJADA,NOMBRE DEPILA EN ITALIA POR LA OPERA DE VERDI---GENERO:MASCULINO",""
"Herodes","M","ORIGEN:HEBREO---SIGNIFICADO: DESCENDIENTE DE HEROES,EL DRAGON DEL FUEGO---GENERO:MASCULINO.",""
"Herodoto","M","ORIGEN:GRIEGO---SIGNIFICADO: EL DON SAGRADO----GENERO:MASCULINO-",""
"Heron","M","ORIGEN:LATINO---SIGNIFICADO: DEL LATIN""HEROS"":HEROE---GENERO:MASCULINO",""
"Heros","M","MARTIR FESTIV.24 DE JUNIO--HEROS:DEL LATIN SIGNIFICA:HEROE",""
"Herschel","M","",""
"Hersilia","F","ORIGEN:GRIEGO----SIGNIFICADO:TIERNA Y DELICADA---GENERO:FEMENINO",""
"Herundina","F","VIRGEN FESTIV,23 DE JULIO",""
"Herve","M","ORIGEN:BRETON---SIGNIFICADO:ACTIVO EN EL COMBATE,EQUIVALE SEMANTICAMENTE A ""ILDEFONSO"",SAN HERVE SACERDOTE Y POETA ARMORICANO DEL SIGLO VI--GENERO:MASCULINO",""
"Hesiquio","M","ORIGEN:GRIEGO---SIGNIFICADO: TRANQUILO---GENERO:MASCULINO",""
"Hesper","F","",""
"Hester","F","",""
"Hestia","F","",""
"Hezekiah","M","",""
"Hibah","M","",""
"Hibiscus","F","",""
"Hideki","M","",""
"Hidulfo","M","ABAD FESTIV. 11 DE JULIO",""
"Higinio","M","ORIGEN:GRIEGO----SIGNIFICADO: SANO- VIGOROSO--UN PAPA MARTIR EN ROMA AMEDIADOS DEL SIGLO II---NOMBRE:COMUN--GENERO:MASCULINO---VARIACION DEGENERO:HIGINIA-",""
"Hikari","A","",""
"Hila","F","",""
"Hilah","F","",""
"Hilaire","F","",""
"Hilaria","F","MARTIR FESTIV.12 DE AGOSTO--3 DE DICIEMBRE--31 DE DICIEMBRE.",""
"Hilario","M","ORIGEN:GRIEGO--SIGNIFICADO: QUE RIE,EL DE BUEN HUMOR NOMBRE:COMUNGENERO:MASCULINO--VARIACION DE GENERO:HILARIA",""
"Hilarion","M","ORIGEN:GRIEGO--SIGNIFICADO: QUE RIE,EL DE BUEN HUMOR--NOMBRE:COMUNGENERO:MASCULINO--VARIACION DE GENERO:HILARIA.",""
"Hilda","F","ORIGEN:GERMANICO----SIGNIFICADO: ROMPER O SEPARAR CON FUERZA,LA JEFADE LAS VALQUIRIAS,LA HEROINA EN ACCION---NOMBRE:COMUN---GENERO:FEMENI-NO",""
"Hilde","F","",""
"Hildebrando","M","ORIGEN:GERMANICO---SIGNIFICADO: ESPADA DE COMBATE--SAN HILDEBRANDO MONJE Y MARTIR DEL SIGLO XIII---GENERO:MASCULINO",""
"Hildegarda","F","ORIGEN:TEUTON---SIGNIFICADO: LA QUE VIGILA LA ACCION DEL COMBATE---GENERO:FEMENINO---VARIACION DE GENERO:HILDEGARDO.",""
"Hildegardis","F","",""
"Hildegunda","F","ORIGEN:GERMANICO---SIGNIFICADO: VARA DE LUCHA-LA BATALLADORA,LA COMBA-TIENTE-SANTA HILDEGUNDA,MONJA DEL SIGLO XII---GENERO:FEMENINO",""
"Hildelita","F","VIRGEN ABADESA FESTIV. 24 DE MARZO-",""
"Hildemar","F","",""
"Hildemaro","M","ORIGEN:GERMANICO---SIGNIFICADO:FAMOSO EN EL COMBATE---GENERO:MASCULINOBEATO,FESTIVIDAD 13 DE ENERO.-",""
"Hilel","M","",""
"Hilen","F","",""
"Hili","F","",""
"Hillary","A","",""
"Hillel","M","",""
"Hilliard","M","",""
"Hilton","M","",""
"Hiltrudis","F","VIRGEN FESTIV.27 DE SEPTIEMBRE",""
"Himerio","M","OBISPO FESTIV.17 DE JUNIO",""
"Hinda","F","",""
"Hipacio","M","CONFESOR FESTIV.17 DE JUNIO--OBISPO MARTIR FESTIV.29 DE AGOSTO--OBISPOMONJE FESTIV.14 DE NOVIEMBRE--3 DE JUNIO",""
"Hiparco","M","",""
"Hipatia","F","",""
"Hipocrates","M","ORIGEN:GRIEGO---SIGNIFICADO: PODEROSO POR SU CABALLERIA--NOMBRE DEL MEDICO MAS ILUSTRE DE LA ANTIGUEDAD---GENERO:MASCULINO",""
"Hipolito","M","ORIGEN:GRIEGO---SIGNIFICADO: EL QUE DESATA CABALLOS---NOMBRE:COMUN----GENERO:MASCULINO----VARIACION DE GENERO:HIPOLITA-",""
"Hiram","M","ORIGEN:HEBREO---SIGNIFICADO: EL HERMANO ES EXCELSO,NOMBRE DE UN REY DETIRO (SIGLO X A.C.) AMIGO DE DAVID Y SALOMON---GENERO:MASCULINO",""
"Hiran","M","",""
"Hiroaki","M","",""
"Hiroki","M","",""
"Hiromi","F","",""
"Hiroshi","M","",""
"Hiroyuki","M","",""
"Hisa","F","",""
"Hisae","F","",""
"Ho","M","",""
"Hodaia","F","",""
"Hodaya","F","",""
"Hodgson","M","",""
"Holden","M","",""
"Holley","F","",""
"Holli","F","",""
"Hollis","M","",""
"Holly","F","",""
"Holmes","M","",""
"Holt","M","",""
"Homer","M","",""
"Homero","M","ORIGEN:GRIEGO---SIGNIFICADO: CIEGO,EL QUE NO VE--REHEN,PRENDA---GENEROMASCULINO",""
"Honesto","M","ORIGEN:LATINO----SIGNIFICADO: DEL LATIN ""HONESTUS"",HONORABLE,DECOROSOGENERO:MASCULINO----VARIACION DE GENERO: HONESTA.",""
"Honey","F","",""
"Honora","F","",""
"Honorata","F","VIRGEN FESTIV.11 DE ENERO",""
"Honorato","M","ORIGEN:LATINO---SIGNIFICADO: DEL LATIN ""HONORATUS"",HONRADO,HONORABLE-GENERO:MASCULINO---VARIACION DE GEENRO: HONORATA-",""
"Honoria","F","",""
"Honorina","F","",""
"Honorio","M","ORIGEN:LATINO--SIGNIFICADO: DEL LATIN""HONORIUS"",FORMA GENTILICIA DE""HONORUS"":HONORIFICO,HONORABLE,DERIVADO DE HONOR.-NOMBRE:COMUN--GENERO:MASCULINO--VARIACION DE GENERO:HONORIA",""
"Horace","M","",""
"Horacio","M","ORIGEN:LATINO---SIGNIFICADO: DEL LATIN ""HORATIUS"",NOMBRE DE UNA GENSROMANA,CUYO HEROE EPONIMO ERA HORATUS,EL CONSAGRADO A LAS DIVINIDADESROMANAS---NOMBRE:COMUN---GENERO:MASCULINO",""
"Hormisdas","M","PAPA FESTIV.6 DE AGOSTO",""
"Hortencio","M","ORIGEN:LATINO--SIGNIFICADO: DEL LATIN""HORTENSIUS"",NOMBRE DE UNA GENSROMANA,EL QUE TIENE UN HUERTO Y LO AMA PROFUNDAMENTE-NOMBRE:COMUNGENERO:MASCULINO VARIACION DE GENERO:HORTENCIA.",""
"Hortensia","F","",""
"Hortensio","M","",""
"Hortulano","M","OBISPO FESTIV.28 DE NOVIEMBRE",""
"Horus","M","",""
"Hosanna","F","",""
"Hosarsiph","M","",""
"Hosea","M","",""
"Hoshi","F","",""
"Hoshiko","F","",""
"Hospicio","M","SIGNIFICADO:EL QUE ALBERGA---GENERO:MASCULINO---CONFESOR,FESTIVIDAD 21DE MAYO.",""
"Hossana","F","",""
"Houston","M","",""
"Howard","M","",""
"Howe","M","",""
"Howell","M","",""
"Huaman","M","",""
"Huapi","A","",""
"Huara","A","",""
"Huayra","A","",""
"Huber","M","",""
"Hubert","M","",""
"Huberta","F","",""
"Huberto","M","ORIGEN:GERMANICO---SIGNIFICADO: ESPIRITU-PENSAMIENTO-EL QUE BRILLA PORSU ESPIRITU---GENERO:MASCULINO",""
"Huelen","A","",""
"Huemul","M","",""
"Hueneken","A","",""
"Huenu","A","",""
"Huerquen","A","",""
"Ia","F","",""
"Iaacob","M","",""
"Iacov","M","",""
"Iael","F","",""
"Iafa","F","",""
"Iago","M","ORIGEN:HEBREO---SIGNIFICADO:DERIVADO DE JACOB,EL QUE SUPLANTO AL HERMANO--GENERO:MASCULINO",""
"Iain","M","",""
"Iair","M","",""
"Iamit","F","",""
"Ian","M","",""
"Iana","F","",""
"Ianella","F","",""
"Ianick","M","",""
"Ianina","F","",""
"Ianir","M","",""
"Ianis","M","",""
"Ianiv","M","",""
"Iannis","M","",""
"Ianthe","F","",""
"Iara","F","SIGNIFICADO:VARIANTE GRAFICA DE ""YARA""---NOMBRE:POCO COMUN---GENERO:FEMENINO",""
"Iaser","M","",""
"Iavnela","F","",""
"Iazmin","F","",""
"Ibai","M","",""
"Ibar","M","",""
"Ibel","F","",""
"Iberico","M","",""
"Ibero","M","",""
"Ibi","F","",""
"Ibis","F","",""
"Ibrahim","M","",""
"Ibrahin","M","",""
"Icaro","M","ORIGEN:GRIEGO---SIGNIFICADO: HIJO DE DEDALO Y DE UNA ESCLAVA CRETENSELLAMADA NANCRATE--SE LE ATRIBUYO HABER TRABAJADO LA MADERA---GENERO:MASCULINO",""
"Ichiro","M","",""
"Iciar","F","",""
"Ida","F","ORIGEN:GERMANICO---SIGNIFICADO: SOBRENOMBRE DE LAS VALQUIRIAS,LA QUEES INTELIGENTE Y LABORIOSA-- SANTA IDA,MONJA IRLANDESA DEL SIGLO VIGENERO:FEMENINO",""
"Idalia","F","",""
"Idalina","F","",""
"Idana","F","",""
"Ido","M","",""
"Idola","F","",""
"Idomeneo","M","",""
"Idonia","F","",""
"Iedidia","M","",""
"Ieesha","F","",""
"Iehiel","M","",""
"Iehuda","M","",""
"Iehudit","F","",""
"Ifigenia","F","",""
"Igal","M","",""
"Igashu","M","",""
"Iggi","M","",""
"Iggy","M","",""
"Ignacia","F","",""
"Ignacio","M","ORIGEN:GRIEGO--SIGNIFICADO: NACIDO,HIJO,EL ARDIENTE Y FOGOSO.NOMBRE:COMUN--GENERO:MASCULINO",""
"Ignat","M","",""
"Ignatius","M","",""
"Ignazio","M","",""
"Igor","M","ORIGEN:RUSO---SIGNIFICADO: FORMA RUSA DE ""GREGORIO""---GENERO:MASCULINO",""
"Ik","A","",""
"Ike","M","",""
"Iker","M","",""
"Ilai","M","",""
"Ilan","M","",""
"Ilana","F","",""
"Ilanit","F","",""
"Ilaria","F","",""
"Ildar","M","",""
"Ildara","F","",""
"Ildefonso","M","ORIGEN:GERMANICO SIGNIFICADO: QUE POR SU AGILIDAD ES EL INDICADO PARAEL COMBATE,SAN ILDEFONSO,TEOLOGO ESPA¥OL DEL SIGLO VII DISCIPULO DESAN ISIDORO Y DOCTOR DE LA IGLESIA VISIGODA.NOMBRE:COMUN--GENERO:MAS-",""
"Ildemar","M","",""
"Ileana","F","",""
"Ilia","F","",""
"Ilian","F","",""
"Iliana","F","",""
"Ilias","M","",""
"Ilich","M","",""
"Ilidio","M","ORIGEN:LATINO---SIGNIFICADO: DEL LATIN ECLESIASTICO ""ILIDIUS"",DEL GRIEGO TROPA,PROPIO DE LA TROPA---GENERO:MASCULINO",""
"Illampu","M","",""
"Illary","F","",""
"Illed","A","",""
"Ilona","F","",""
"Iluminada","F","VIRGEN-FESTIV.29 DE NOVIEMBRE",""
"Iluminado","M","ORIGEN:LATINO---SIGNIFICADO:DEL LATIN ""ILUMINATUS"": LUZ--MEDIO PARAALUMBRAR--QUE RECIBE LA INSPIRACION DE DIOS-FRAY ILUMINATO DE RIETI,DISCIPULO DE SAN FRANCISCO DE ASIS---GENERO:MASCULINO-",""
"Ilusha","M","",""
"Ilva","F","",""
"Ilve","F","",""
"Ilya","M","",""
"Iman","F","",""
"Imanol","M","",""
"Imelda","F","ORIGEN:GERMANICO---SIGNIFICADO:EL COMBATE DE LA FUERZA-LA QUE LUCHACON ENERGIA,LA QUE ES FUERTE Y PODEROSA PARA LUCHAR-VARIANTE DE ""ERME-NILDA""---GENERO:FEMENINO",""
"Imhotep","M","",""
"Imogene","F","",""
"Imperia","F","",""
"Imperio","F","ORIGEN:LATINO---SIGNIFICADO: DEL LATIN ""IMPERIUM"":MANDO-GOBIERNO-IMPERIO---GENERO:FEMENINO",""
"Imul","M","",""
"Ina","F","",""
"Iñaki","M","",""
"Inan","A","",""
"Inaqui","A","",""
"Inca","M","ORIGEN:QUECHUA--SIGNIFICADO: AL PRINCIPE---GENERO:MASCULINO",""
"Inda","F","",""
"Indalecio","M","ORIGEN:ARABE---SIGNIFICADO: FUERZA-IGUAL AL MAESTRO---SAN INDALECIOFUE UNO DE L9OS PRIMEROS EVANGELIZADORES DE ESPA¥A---NOMBRE:COMUN---GENERO:MASCULINO",""
"Indes","F","VIRGEN Y MARTIR FESTIV.28 DE DICIEMBRE",""
"India","A","",""
"Indiana","F","",""
"Indigo","F","",""
"Indio","M","",""
"Indira","F","",""
"Indra","F","",""
"Ines","F","ORIGEN:GRIEGO---SIGNIFICADO: PURA,CASTA,SANTA ROMANA MARTIRIZADA.NOMBRE:COMUN---GENERO:FEMENINO",""
"Inez","F","",""
"Inga","F","",""
"Ingeno","M","MARTIR FESTIV.20 DE DICIEMBRE",""
"Ingmar","M","",""
"Ingram","M","",""
"Ingrid","F","",""
"Inha","F","",""
"Iñigo","M","",""
"Inmaculada","F","SIGNIFICADO:NOMBRE MISTICO ALUSIVO A LA INMACULADA CONCEPCION DE LAVIRGEN MARIA,LA QUE NO TIENE MANCHA---GENERO:FEMENINO",""
"Innis","M","",""
"Inocencio","M","ORIGEN:LATINO---SIGNIFICADO: EL QUE NO TIENE MANCHA,NI CULPA DE MALOSACTOS--NOMBRE:COMUN---GENERO:MASCULINO---VARIACION DE GENERO:INOCENCIA",""
"Inti","A","",""
"Ioana","F","",""
"Ioannis","M","",""
"Ioav","M","",""
"Ioel","M","",""
"Iola","F","",""
"Iolana","F","",""
"Iolanthe","F","",""
"Ion","M","ORIGEN:GRIEGO---SIGNIFICADO: EL QUE CAMINA--SACERDOTE GALO MARTIRIZADOEN CHARTRES (SIGLO II) ---GENERO:MASCULINO",""
"Iona","F","",""
"Ionatan","M","",""
"Ione","F","",""
"Ionit","F","",""
"Iorana","F","",""
"Iori","A","",""
"Iosef","M","",""
"Ioshua","M","",""
"Iracema","F","ORIGEN:DEL TUPI----SIGNIFICADO: SALIDA DE MIEL,SALIDA DE LAS ABEJAS---GENERO:FEMENINO",""
"Iraida","F","ORIGEN:GRIEGO----SIGNIFICADO: DESCENDIENTE DE ""HERA""--GENERO:FEMENINO=",""
"Irana","F","",""
"Iratze","F","",""
"Irena","F","",""
"Irene","F","ORIGEN:GRIEGO---SIGNIFICADO:PAZ,AMANTE DE LA PAZ,ENTRE LAS SANTAS UNAHERMANA DEL PAPA SAN DAMASO(SIGLO IV) Y UNA MONJA PORTUGUESA DEL SIGLOVII---NOMBRE:COMUN--GENERO:FEMENINO-VARIACION DE GENERO:IRENEO-IRINEO",""
"Ireneo","M","",""
"Iriel","F","",""
"Irina","F","",""
"Irinea","F","",""
"Iris","F","ORIGEN:GRIEGO---SIGNIFICADO: PERSONIFICACION DEL ARCO IRIS,DE HERMOSOSCOLORES,ES EL MENSAJERO DE LOS DIOSES,YA QUE EL ARCO IRIS ES SIMBOLODE LA UNION ENTRE EL CIELO Y LA TIERRA---NOMBRE:COMUN---GENERO:FEMENI",""
"Irma","F","ORIGEN:GERMANICO---SIGNIFICADO:LA QUE ES GRANDE Y PODEROSA,CONSAGRADAA DIOS.---NOMBRE:COMUN---GENERO:FEMENINO",""
"Irma de la Paz","F","",""
"Irmelin","F","",""
"Irmina","F","ORIGEN:TEUTON---SIGNIFICADO: ES LA CONSAGRADA A DIOS IRMIN,VARIANTE DEIRMA--VIRGEN ABADESA (24 DE DICIEMBRE) GENERO:FEMENINO-",""
"Iru","A","",""
"Irune","F","",""
"Irupe","F","",""
"Irving","M","",""
"Isaac","M","ORIGEN:HEBREO--SIGNIFICADO: LA DIVINIDAD SE HA REIDO,HIJO DE LA ALE-GRIA,HIJO DE ABRAHAM Y DE SARA,QUE TOMO POR MUJER A REBECA.OTROS ORIGENES:NUEVO TESTAMENTO---NOMBRE;COMUN---GENERO:MASCULINO",""
